datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2021/07/05 16:55:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,2,0,0.2,-4.047,-48.071,52.1
2021/07/05 16:55:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,2,0,0.2,-4.048,-48.082,26.1
2021/07/05 16:55:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,3,0,0.6,-4.451,-47.545,16.3
2021/07/05 16:55:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,2,0,0.4,-4.453,-47.556,14.7
2021/07/05 16:55:00,AQUA_M-T,Brasil,PARA,SAO DOMINGOS DO ARAGUAIA,Amazonia,3,0,-999,-5.547,-48.726,8.6
2021/07/05 16:55:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,27,0,0.6,-7.109,-55.334,15
2021/07/05 16:55:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,25,0,0.6,-7.115,-55.327,13.7
2021/07/05 16:55:00,AQUA_M-T,Brasil,PARA,SANTANA DO ARAGUAIA,Amazonia,47,0.3,1,-9.252,-50.111,22.4
2021/07/05 17:00:00,AQUA_M-T,Brasil,PARA,TAILANDIA,Amazonia,0,1.5,0,-2.731,-48.577,6.7
2021/07/05 17:00:00,AQUA_M-T,Brasil,PARA,PARAGOMINAS,Amazonia,2,1.7,0,-3.295,-48.369,33.7
2021/07/05 17:00:00,AQUA_M-T,Brasil,PARA,PARAGOMINAS,Amazonia,2,1.6,0.1,-3.297,-48.379,39.7
2021/07/06 17:40:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,21,0,1,-7.025,-55.435,18.1
2021/07/06 17:40:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,20,0,1,-7.035,-55.443,19.8
2021/07/06 17:40:00,AQUA_M-T,Brasil,PARA,JACAREACANGA,Amazonia,7,0.3,0.4,-6.102,-57.784,20.3
2021/07/06 17:40:00,AQUA_M-T,Brasil,PARA,JACAREACANGA,Amazonia,5,0.1,0.4,-6.233,-57.775,25.8
2021/07/06 17:40:00,AQUA_M-T,Brasil,PARA,JACAREACANGA,Amazonia,7,0.1,0.4,-6.235,-57.786,28.7
2021/07/06 17:40:00,AQUA_M-T,Brasil,PARA,JACAREACANGA,Amazonia,12,0,0.7,-9.163,-56.676,35.2
2021/07/06 17:40:00,AQUA_M-T,Brasil,PARA,JACAREACANGA,Amazonia,12,0,0.7,-9.168,-56.681,12.7
2021/07/06 17:40:00,AQUA_M-T,Brasil,PARA,CUMARU DO NORTE,Amazonia,44,0,1,-8.939,-51.354,28.7
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazonia,11,0,1,-8.03,-49.708,22.4
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,CUMARU DO NORTE,Amazonia,46,0,1,-8.925,-51.356,61.1
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,MOJU,Amazonia,4,1.3,0.4,-3.106,-48.969,31.3
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,MOJU,Amazonia,4,1.3,0.5,-3.107,-48.978,13.7
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,PARAGOMINAS,Amazonia,0,2.3,0.1,-3.296,-48.369,57.3
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,BREU BRANCO,Amazonia,3,2,1,-3.414,-49.015,11.1
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,BREU BRANCO,Amazonia,3,2.1,0.9,-3.416,-49.025,20.9
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,3,1,0.5,-4.129,-48.142,9
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,5,0,0.7,-4.277,-47.76,9.1
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,4,0.6,0.9,-4.486,-47.873,129.6
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,4,0.7,1,-4.495,-47.872,71.3
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,IPIXUNA DO PARA,Amazonia,0,1.3,0.1,-2.784,-47.617,8.1
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,4,0,0.5,-6.477,-55.147,49.1
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,XINGUARA,Amazonia,13,0,-999,-7.124,-49.941,14.8
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,CUMARU DO NORTE,Amazonia,13,0,0.8,-7.8,-51.076,36.2
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,SANTA MARIA DAS BARREIRAS,Amazonia,48,0,1,-8.924,-49.988,15.8
2021/07/07 16:45:00,AQUA_M-T,Brasil,PARA,SANTANA DO ARAGUAIA,Amazonia,50,0,1,-9.228,-50.117,65.2
2021/07/08 17:25:00,AQUA_M-T,Brasil,PARA,FLORESTA DO ARAGUAIA,Amazonia,8,0,1,-7.639,-49.789,39.6
2021/07/08 17:25:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,16,0,0.9,-7.663,-55.157,20.2
2021/07/08 17:25:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,17,0,0.9,-7.664,-55.167,37.2
2021/07/08 17:25:00,AQUA_M-T,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazonia,13,0,1,-8.042,-49.715,38.6
2021/07/08 17:25:00,AQUA_M-T,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazonia,12,0,1,-8.035,-49.699,35.3
2021/07/08 17:25:00,AQUA_M-T,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazonia,13,0,1,-8.039,-49.723,36.6
2021/07/08 17:25:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,13,0,0.8,-8.578,-55.186,78.5
2021/07/08 17:30:00,AQUA_M-T,Brasil,PARA,TERRA SANTA,Amazonia,0,2.9,-999,-2.1,-56.487,4.3
2021/07/08 17:30:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,3,0,1,-4.479,-47.876,45.4
2021/07/08 17:30:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,6,0,0.6,-6.483,-55.137,10.3
2021/07/08 17:30:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,5,0,0.8,-6.813,-55.15,29.5
2021/07/08 17:30:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,5,0,0.9,-6.823,-55.148,33.6
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,IGARAPE-MIRI,Amazonia,2,0.3,0,-2.366,-49.265,12.6
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,IGARAPE-MIRI,Amazonia,2,0.3,0,-2.366,-49.27,16.5
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,MOJU,Amazonia,2,0.2,0.1,-2.511,-48.991,8.1
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,MOJU,Amazonia,2,0.1,0.1,-2.56,-49.096,10.2
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,CAMETA,Amazonia,1,0.3,0,-2.12,-49.636,31.7
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,CAMETA,Amazonia,1,0.4,0,-2.13,-49.628,14.9
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,CAMETA,Amazonia,1,0.3,0,-2.132,-49.643,13.9
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,IPIXUNA DO PARA,Amazonia,2,0,0.2,-3.535,-48.935,146.7
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,2,0,1,-4.088,-48.295,10.8
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,6,0,1,-4.162,-47.714,19.6
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,7,0,0.7,-4.278,-47.758,11.1
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,TOME-ACU,Amazonia,1,0.3,0,-2.291,-48.136,42.1
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,TOME-ACU,Amazonia,0,0.3,0,-2.292,-48.13,14.4
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,IPIXUNA DO PARA,Amazonia,2,1.1,0,-2.515,-47.768,7.8
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,IPIXUNA DO PARA,Amazonia,2,1.1,0,-2.516,-47.774,12
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,TAILANDIA,Amazonia,2,0.3,0.1,-2.74,-48.576,15.4
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,TAILANDIA,Amazonia,2,0.3,0.8,-2.867,-48.834,18.6
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,PARAGOMINAS,Amazonia,2,0.1,0.5,-2.964,-47.697,20.7
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,TOME-ACU,Amazonia,2,0,0.1,-3.009,-48.533,51.7
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,TAILANDIA,Amazonia,2,0,0.1,-3.011,-48.546,29.8
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,BREU BRANCO,Amazonia,2,0.1,0.7,-3.422,-49.029,32.6
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,BREU BRANCO,Amazonia,2,0.1,0.9,-3.422,-49.034,20.7
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,IPIXUNA DO PARA,Amazonia,2,0,0.2,-3.526,-48.95,13.1
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,SAO DOMINGOS DO CAPIM,Amazonia,0,1.5,0,-1.717,-47.609,16.7
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,SAO DOMINGOS DO CAPIM,Amazonia,0,4.6,0,-1.862,-47.841,13.3
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,SAO DOMINGOS DO CAPIM,Amazonia,0,4.8,0,-1.863,-47.852,8.2
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,IRITUIA,Amazonia,1,2.2,0.2,-1.946,-47.288,11.8
2021/07/09 16:35:00,AQUA_M-T,Brasil,PARA,CACHOEIRA DO PIRIA,Amazonia,2,3.7,0,-1.954,-46.382,9.2
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,1,3.5,0,-1.756,-55.375,6
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,BREU BRANCO,Amazonia,3,0.4,0.2,-3.429,-49.012,15.4
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,PARAGOMINAS,Amazonia,6,0.1,1,-3.724,-47.881,23
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ITAITUBA,Amazonia,3,0.4,0.3,-4.353,-56.355,9.8
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,AVEIRO,Amazonia,2,0.5,0,-3.777,-56.837,4.3
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ITUPIRANGA,Amazonia,8,0.1,0.8,-5.289,-50.114,155.3
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,MARABA,Amazonia,7,0,0.6,-5.455,-50.607,13.1
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,JACAREACANGA,Amazonia,4,0.1,0.4,-6.103,-57.78,36.7
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,JACAREACANGA,Amazonia,6,0.1,0.4,-6.104,-57.791,32.7
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ITAITUBA,Amazonia,2,0,0.5,-6.236,-55.628,16.6
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ITAITUBA,Amazonia,0,0,0.8,-6.334,-55.611,20.8
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ITAITUBA,Amazonia,1,0,0.8,-6.237,-55.637,14.8
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ITAITUBA,Amazonia,0,0,0.6,-6.333,-55.601,11
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,26,0,1,-6.553,-51.385,13.4
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,0,0,0.6,-6.583,-55.351,15.9
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,3,0.1,0.8,-6.859,-55.219,8.9
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,0,0,0.5,-7.103,-52.826,20.7
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,0,0,0.5,-7.101,-52.816,18.2
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,4,0,0.6,-7.51,-55.334,9.2
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,5,0,0.6,-7.511,-55.343,12.9
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,0,0.1,0.5,-7.516,-54.988,4.4
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,0,0,1,-7.659,-54.955,24.9
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,0,0,0.8,-7.66,-55.159,10.5
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,0,0,0.7,-7.661,-55.169,32.1
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,23,0.3,0.8,-8.152,-55.264,14.1
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,23,0.3,0.8,-8.153,-55.273,16.2
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,20,0,0.8,-7.993,-55.309,9.2
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,25,0.2,1,-8.159,-55.244,10.7
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,23,0.3,1,-8.16,-55.254,11.7
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,43,0.1,0.9,-8.166,-55.168,7.9
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,46,0.1,1,-8.165,-55.159,11.3
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,27,0.2,0.8,-8.233,-55.18,5.4
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,CUMARU DO NORTE,Amazonia,14,0,1,-8.44,-51.084,13.3
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,48,0,1,-8.398,-54.725,21.4
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,49,0,1,-8.4,-54.734,13.8
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,CUMARU DO NORTE,Amazonia,19,0,1,-8.441,-51.095,131.2
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,9,0.2,0.7,-8.582,-55.181,12
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,SANTA MARIA DAS BARREIRAS,Amazonia,22,0,1,-8.589,-50.053,120.4
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,SANTA MARIA DAS BARREIRAS,Amazonia,27,0,1,-8.591,-50.066,64.1
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,25,0.3,0.7,-8.63,-54.933,14.8
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,25,0.4,0.7,-8.631,-54.943,117.6
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,SANTA MARIA DAS BARREIRAS,Amazonia,49,0,1,-8.74,-50.225,37.1
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,SANTA MARIA DAS BARREIRAS,Amazonia,48,0,1,-8.742,-50.238,80.6
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,1,3.2,0,-1.8,-55.353,12.2
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,1,2.5,0,-1.882,-55.225,12.3
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,CURUA,Amazonia,0,2.1,0,-1.864,-55.164,6.5
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,SAO DOMINGOS DO CAPIM,Amazonia,0,11.4,0,-1.914,-47.617,23
2021/07/10 17:15:00,AQUA_M-T,Brasil,PARA,SAO DOMINGOS DO CAPIM,Amazonia,0,11.5,0,-1.915,-47.609,32.4
2021/07/10 17:20:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,1,1.3,0,1.812,-55.969,11.1
2021/07/10 17:20:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,1,1.6,0,1.816,-56.006,11.7
2021/07/10 17:20:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,2,1,0,1.934,-55.753,6.7
2021/07/10 17:20:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,2,1.1,0,1.957,-55.784,9.8
2021/07/11 16:20:00,AQUA_M-T,Brasil,PARA,VISEU,Amazonia,0,5.7,0,-1.212,-46.218,8.9
2021/07/11 16:20:00,AQUA_M-T,Brasil,PARA,PARAGOMINAS,Amazonia,8,0.5,1,-3.406,-47.342,20.1
2021/07/11 18:00:00,AQUA_M-T,Brasil,PARA,ITAITUBA,Amazonia,6,0,0.6,-6.683,-56.312,25.3
2021/07/11 18:00:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,24,0,0.8,-8.153,-55.278,115.4
2021/07/11 18:00:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,24,0,0.9,-8.159,-55.269,120.8
2021/07/12 17:00:00,AQUA_M-T,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazonia,48,0,1,-8.232,-49.679,16.3
2021/07/12 17:00:00,AQUA_M-T,Brasil,PARA,SANTA MARIA DAS BARREIRAS,Amazonia,28,0,1,-8.591,-50.06,29.2
2021/07/12 17:00:00,AQUA_M-T,Brasil,PARA,JACAREACANGA,Amazonia,17,0,0.8,-9.153,-56.669,31.3
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,2,3.4,0,-1.572,-54.893,33
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,0,6.4,0,-1.536,-54.641,10.7
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,0,7.9,0,-1.558,-54.458,10.8
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,AVEIRO,Amazonia,2,1.4,0,-3.5,-56.884,11.3
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,0,0,0.7,-4.084,-48.298,15.7
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,0,0.1,0.3,-4.085,-48.122,11.6
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,4,0,1,-4.156,-47.695,23.7
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,3,0,1,-4.158,-47.709,145.1
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,7,0.3,0.5,-5.042,-51.927,35.6
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,3,2.2,0,-4.441,-49.689,5.9
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,7,0.3,0.5,-5.043,-51.935,41.7
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,ITAITUBA,Amazonia,12,0,0.4,-6.124,-55.566,13.2
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,PARAUAPEBAS,Amazonia,5,0,1,-6.165,-49.824,19.7
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,CURIONOPOLIS,Amazonia,8,0,0.9,-6.383,-49.682,9.8
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,3,0,1,-6.868,-55.45,19.2
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,3,0,1,-6.873,-55.442,15.9
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,3,0,0.8,-6.822,-55.153,21.6
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,3,0,0.7,-6.766,-55.211,34.3
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,RIO MARIA,Amazonia,18,0,1,-7.646,-50.015,12.4
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,3,0,0.7,-7.661,-55.175,24.5
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,3,0,0.7,-7.68,-55.114,10
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,3,0,0.9,-7.666,-55.168,29.2
2021/07/12 17:05:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,3,0,0.9,-7.668,-55.18,14.1
2021/07/13 17:45:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,2,1,0,-1.877,-56.358,35.2
2021/07/13 17:45:00,AQUA_M-T,Brasil,PARA,TERRA SANTA,Amazonia,2,0.9,0,-1.88,-56.38,22.3
2021/07/13 17:45:00,AQUA_M-T,Brasil,PARA,TERRA SANTA,Amazonia,2,1,0,-1.888,-56.372,41
2021/07/13 17:45:00,AQUA_M-T,Brasil,PARA,ITAITUBA,Amazonia,15,0,0.6,-6.714,-56.25,15.1
2021/07/13 17:45:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,4,0,0.7,-6.77,-55.204,16.7
2021/07/13 17:45:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,41,0,0.7,-6.963,-52.599,55.8
2021/07/13 17:45:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,45,0,0.7,-6.975,-52.627,44.6
2021/07/13 17:45:00,AQUA_M-T,Brasil,PARA,JACAREACANGA,Amazonia,17,0,0.9,-7.559,-57.68,13.7
2021/07/13 17:45:00,AQUA_M-T,Brasil,PARA,JACAREACANGA,Amazonia,17,0,0.7,-7.563,-57.687,12.4
2021/07/13 17:45:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,4,0,0.9,-7.665,-55.153,47.6
2021/07/13 17:45:00,AQUA_M-T,Brasil,PARA,JACAREACANGA,Amazonia,18,0,0.7,-9.151,-56.665,19
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,PAU D'ARCO,Amazonia,20,0,0.9,-7.549,-50.31,5.7
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,FLORESTA DO ARAGUAIA,Amazonia,12,0,1,-7.813,-49.824,6.6
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,MOCAJUBA,Amazonia,0,0,0,-2.513,-49.279,4.2
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,MARABA,Amazonia,11,0,1,-5.513,-49.424,26.7
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,3,0,0.4,-4.181,-47.961,8.7
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,44,0,0.7,-6.95,-52.604,95.3
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,PARAGOMINAS,Amazonia,3,0.1,0.4,-3.132,-47.509,23.1
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,5,0,0.8,-6.825,-55.158,70.9
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,3,0,0.3,-4.109,-47.968,20.5
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,5,0,0.8,-6.83,-55.162,57.9
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,DOM ELISEU,Amazonia,6,0,0.9,-4.152,-47.7,10.6
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,RONDON DO PARA,Amazonia,3,0,0.8,-4.228,-48.341,9.2
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,43,0,0.7,-6.961,-52.603,78.2
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,45,0,0.6,-7.008,-52.542,18.1
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,45,0,0.7,-7.01,-52.555,31.4
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,48,0,0.7,-7.021,-52.553,9.8
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,RONDON DO PARA,Amazonia,4,0,0.6,-4.735,-48.479,18.2
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,MONTE ALEGRE,Amazonia,1,5.7,0,-2.064,-54.395,8.3
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,15,0,0.8,-7.601,-55.205,31.7
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,IGARAPE-MIRI,Amazonia,0,0,0,-2.375,-49.288,11.9
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,8,0,0.6,-5.406,-51.215,15.7
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0.1,0,-1.829,-55.278,51.7
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0.1,0,-1.831,-55.295,20.6
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0,0,-1.832,-55.27,26.4
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,MARABA,Amazonia,11,0,1,-5.515,-49.433,60.1
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0,0,-1.834,-55.288,59.7
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazonia,18,0,1,-8.026,-49.706,32.4
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0.9,0,-1.869,-55.55,12.7
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,MARABA,Amazonia,11,0,0.7,-5.522,-49.423,7.3
2021/07/14 16:50:00,AQUA_M-T,Brasil,PARA,MARABA,Amazonia,11,0,0.6,-5.524,-49.432,23.8
